0.005,4.9999019,-0.04905,-0.04905,-9.81,-9.81,0.5,0.1
0.01,4.99955855,-0.0981,-0.0981,-9.81,-9.81,0.5,0.1
0.015,4.998969949999999,-0.14715000000000003,-0.14715000000000003,-9.81,-9.81,0.5,0.1
0.02,4.9981361,-0.1962000000000001,-0.1962000000000001,-9.81,-9.81,0.5,0.1
0.025,4.997056999999999,-0.24525000000000016,-0.24525000000000016,-9.81,-9.81,0.5,0.1
0.030000000000000002,4.995732649999999,-0.2943000000000001,-0.2943000000000001,-9.81,-9.81,0.5,0.1
0.035,4.994163049999999,-0.34335000000000004,-0.34335000000000004,-9.81,-9.81,0.5,0.1
0.04,4.992348199999999,-0.39239999999999997,-0.39239999999999997,-9.81,-9.81,0.5,0.1
0.045,4.990288099999999,-0.4414499999999999,-0.4414499999999999,-9.81,-9.81,0.5,0.1
0.049999999999999996,4.987982749999999,-0.4904999999999998,-0.4904999999999998,-9.81,-9.81,0.5,0.1
0.05499999999999999,4.9854321499999985,-0.5395499999999998,-0.5395499999999998,-9.81,-9.81,0.5,0.1
0.05999999999999999,4.982636299999999,-0.5885999999999997,-0.5885999999999997,-9.81,-9.81,0.5,0.1
0.06499999999999999,4.979595199999999,-0.6376499999999996,-0.6376499999999996,-9.81,-9.81,0.5,0.1
0.06999999999999999,4.976308849999999,-0.6866999999999995,-0.6866999999999995,-9.81,-9.81,0.5,0.1
0.075,4.972777249999999,-0.7357499999999995,-0.7357499999999995,-9.81,-9.81,0.5,0.1
0.08,4.969000399999999,-0.7847999999999994,-0.7847999999999994,-9.81,-9.81,0.5,0.1
0.085,4.964978299999999,-0.8338499999999993,-0.8338499999999993,-9.81,-9.81,0.5,0.1
0.09000000000000001,4.960710949999999,-0.8828999999999992,-0.8828999999999992,-9.81,-9.81,0.5,0.1
0.09500000000000001,4.956198349999999,-0.9319499999999992,-0.9319499999999992,-9.81,-9.81,0.5,0.1
0.10000000000000002,4.9514405,-0.9809999999999991,-0.9809999999999991,-9.81,-9.81,0.5,0.1
0.10500000000000002,4.9464374,-1.0300499999999995,-1.0300499999999995,-9.81,-9.81,0.5,0.1
0.11000000000000003,4.94118905,-1.0791,-1.0791,-9.81,-9.81,0.5,0.1
0.11500000000000003,4.935695450000001,-1.1281500000000004,-1.1281500000000004,-9.81,-9.81,0.5,0.1
